order_id,order_date,customer_id,product_id,region_id,quantity,revenue_gross,revenue_net,cogs,gross_margin,order_status,discount_amount
ORD-17510,2023-02-14,C00488,P00097,3,3,3161.04,3002.988,2081.8500000000004,921.1379999999996,Completed,158.05200000000013
ORD-17511,2023-02-14,C01171,P00101,1,2,36117.92,36117.92,24249.78,11868.14,Completed,0.0
ORD-17512,2023-02-14,C01163,P00081,2,4,1133.2,1019.88,763.12,256.7600000000001,Completed,113.32000000000005
ORD-17513,2023-02-14,C00194,P00139,1,5,21459.85,21459.85,13943.25,7516.600000000002,Completed,0.0
ORD-17514,2023-02-14,C00245,P00036,2,2,1780.3,1780.3,1434.72,345.5799999999999,Completed,0.0
ORD-17515,2023-02-14,C00176,P00093,2,1,4605.29,4375.0255,3236.5,1138.5254999999995,Completed,230.26450000000023
ORD-17516,2023-02-14,C00454,P00104,2,4,16459.24,16459.24,12789.8,3669.4400000000014,Completed,0.0
ORD-17517,2023-02-14,C00993,P00060,1,4,2529.56,2529.56,1652.84,876.72,Returned,0.0
ORD-17518,2023-02-14,C00396,P00036,1,2,1780.3,1602.27,1434.72,167.54999999999995,Completed,178.02999999999997
ORD-17519,2023-02-14,C01108,P00139,2,5,21459.85,21459.85,13943.25,7516.600000000002,Completed,0.0
ORD-17520,2023-02-15,C00508,P00077,1,5,20277.0,18249.3,14155.55,4093.749999999998,Completed,2027.7000000000007
ORD-17521,2023-02-15,C00519,P00018,2,1,17013.05,16162.3975,10902.42,5259.977499999999,Completed,850.6525000000001
ORD-17522,2023-02-15,C00343,P00120,1,2,30714.44,30714.44,23995.98,6718.459999999999,Returned,0.0
ORD-17523,2023-02-15,C00912,P00080,2,1,9725.1,9725.1,6588.539999999999,3136.5600000000013,Completed,0.0
ORD-17524,2023-02-15,C00787,P00131,4,5,23504.3,22329.085,19402.05,2927.035,Completed,1175.2150000000001
ORD-17525,2023-02-15,C00061,P00050,2,1,6301.04,5985.987999999999,4152.97,1833.0179999999991,Completed,315.0520000000006
ORD-17526,2023-02-15,C01056,P00058,1,1,4056.67,4056.67,2691.38,1365.29,Completed,0.0
ORD-17527,2023-02-15,C00302,P00080,2,2,19450.2,18477.69,13177.079999999998,5300.610000000001,Completed,972.510000000002
ORD-17528,2023-02-15,C00153,P00030,3,4,29831.04,29831.04,19215.36,10615.68,Completed,0.0
ORD-17529,2023-02-15,C00948,P00083,3,3,19371.9,18403.305,12176.31,6226.995000000001,Completed,968.5950000000012
ORD-17530,2023-02-15,C00242,P00013,1,3,4305.03,4305.03,3190.86,1114.17,Completed,0.0
ORD-17531,2023-02-15,C00673,P00038,1,4,27723.16,27723.16,17865.72,9857.44,Completed,0.0
ORD-17532,2023-02-15,C00353,P00024,2,3,9442.98,9442.98,6349.799999999999,3093.1800000000003,Returned,0.0
ORD-17533,2023-02-15,C00287,P00039,4,1,1923.55,1923.55,1505.4,418.1499999999999,Completed,0.0
ORD-17534,2023-02-15,C00301,P00074,2,1,6152.59,6152.59,3946.63,2205.96,Completed,0.0
ORD-17535,2023-02-15,C01200,P00134,1,4,5320.96,4788.8640000000005,4094.44,694.4240000000004,Cancelled,532.0959999999995
ORD-17536,2023-02-15,C00117,P00067,4,2,2897.38,2897.38,2273.22,624.1600000000003,Completed,0.0
ORD-17537,2023-02-15,C00453,P00134,4,4,5320.96,4788.8640000000005,4094.44,694.4240000000004,Cancelled,532.0959999999995
ORD-17538,2023-02-15,C01110,P00012,4,3,13447.95,12775.552499999998,9543.75,3231.802499999998,Completed,672.3975000000028
ORD-17539,2023-02-15,C00676,P00130,4,1,4984.6,4984.6,4079.6,905.0000000000005,Completed,0.0
ORD-17540,2023-02-15,C00811,P00031,2,3,6423.99,6423.99,4802.01,1621.9799999999996,Completed,0.0
ORD-17541,2023-02-15,C01134,P00009,4,4,13799.36,13109.392,10961.16,2148.232,Completed,689.9680000000008
ORD-17542,2023-02-15,C00095,P00111,2,1,1620.91,1620.91,1135.63,485.28,Completed,0.0
ORD-17543,2023-02-16,C00405,P00020,2,3,15772.920000000002,15772.920000000002,12943.41,2829.510000000002,Completed,0.0
ORD-17544,2023-02-16,C00180,P00036,2,1,890.15,890.15,717.36,172.78999999999996,Completed,0.0
ORD-17545,2023-02-16,C00457,P00084,3,3,2271.93,2158.3335,1722.69,435.6434999999997,Cancelled,113.59649999999965
ORD-17546,2023-02-16,C01139,P00034,2,5,35824.899999999994,34033.65499999999,27094.050000000003,6939.604999999989,Completed,1791.2450000000026
ORD-17547,2023-02-16,C00082,P00132,2,2,44901.58,44901.58,29149.74,15751.84,Completed,0.0
ORD-17548,2023-02-16,C00187,P00126,4,5,39845.7,31876.560000000005,28950.15,2926.410000000007,Completed,7969.139999999992
ORD-17549,2023-02-16,C00027,P00079,3,3,443.76,443.76,335.43,108.32999999999998,Completed,0.0
ORD-17550,2023-02-16,C00477,P00057,1,4,8249.88,7837.385999999999,5584.6,2252.7859999999982,Completed,412.4940000000006
ORD-17551,2023-02-16,C00545,P00104,1,4,16459.24,16459.24,12789.8,3669.4400000000014,Completed,0.0
ORD-17552,2023-02-16,C01002,P00122,1,3,66456.0,63133.2,42873.93,20259.27,Completed,3322.800000000003
ORD-17553,2023-02-16,C00025,P00091,1,3,5729.13,4583.304,3763.35,819.9539999999997,Completed,1145.826
ORD-17554,2023-02-16,C00294,P00105,2,3,2905.11,2614.599,2092.14,522.4590000000003,Completed,290.51099999999997
ORD-17555,2023-02-16,C00694,P00096,4,5,5693.150000000001,5693.150000000001,4175.45,1517.7000000000007,Completed,0.0
ORD-17556,2023-02-16,C01133,P00044,4,5,10751.25,10751.25,7638.55,3112.7,Completed,0.0
ORD-17557,2023-02-17,C00343,P00062,1,2,10247.7,10247.7,8037.56,2210.1400000000003,Completed,0.0
ORD-17558,2023-02-17,C00847,P00007,1,1,1990.66,1891.127,1298.28,592.847,Completed,99.53300000000013
ORD-17559,2023-02-17,C00480,P00111,3,2,3241.82,3241.82,2271.26,970.56,Completed,0.0
ORD-17560,2023-02-17,C00214,P00110,2,3,15665.4,15665.4,12945.420000000002,2719.98,Completed,0.0
ORD-17561,2023-02-17,C00658,P00056,4,5,5380.599999999999,5380.599999999999,4420.8,959.7999999999992,Completed,0.0
ORD-17562,2023-02-17,C00124,P00073,4,1,2268.73,2268.73,1503.64,765.0899999999999,Completed,0.0
ORD-17563,2023-02-17,C01144,P00134,2,4,5320.96,5320.96,4094.44,1226.52,Completed,0.0
ORD-17564,2023-02-17,C00043,P00019,4,2,2241.74,2241.74,1746.88,494.8599999999997,Returned,0.0
ORD-17565,2023-02-17,C01152,P00019,4,5,5604.349999999999,5324.132499999999,4367.200000000001,956.932499999998,Completed,280.21750000000065
ORD-17566,2023-02-17,C00316,P00045,4,5,3444.0,2755.2000000000003,2390.25,364.9500000000003,Cancelled,688.7999999999997
ORD-17567,2023-02-17,C00882,P00042,3,5,28083.85,28083.85,19050.1,9033.750000000004,Cancelled,0.0
ORD-17568,2023-02-17,C00440,P00062,3,4,20495.4,18445.86,16075.12,2370.74,Completed,2049.540000000001
ORD-17569,2023-02-18,C00558,P00041,1,5,30392.800000000003,30392.800000000003,25197.75,5195.050000000007,Returned,0.0
ORD-17570,2023-02-18,C00016,P00059,3,4,11579.92,9263.936,8083.76,1180.1759999999997,Completed,2315.9840000000004
ORD-17571,2023-02-18,C00738,P00011,3,4,20053.4,16042.72,14302.52,1740.2000000000007,Completed,4010.680000000002
ORD-17572,2023-02-18,C00091,P00045,4,3,2066.4,2066.4,1434.15,632.2499999999995,Completed,0.0
ORD-17573,2023-02-18,C00497,P00078,1,2,10135.62,9122.058,6689.72,2432.3380000000006,Completed,1013.5619999999999
ORD-17574,2023-02-18,C00932,P00064,4,1,3182.67,3182.67,2388.41,794.2600000000002,Completed,0.0
ORD-17575,2023-02-18,C00300,P00063,3,5,35771.5,32194.35,28472.4,3721.9500000000007,Completed,3577.1500000000015
ORD-17576,2023-02-18,C01115,P00069,2,2,8688.16,6950.528,6994.64,-44.11200000000008,Completed,1737.6319999999996
ORD-17577,2023-02-18,C00828,P00092,4,3,3536.07,2828.856,2327.04,501.81600000000026,Completed,707.2139999999999
ORD-17578,2023-02-18,C00725,P00042,1,5,28083.85,28083.85,19050.1,9033.750000000004,Completed,0.0
ORD-17579,2023-02-18,C00801,P00047,3,1,2865.78,2579.202,2227.02,352.18200000000024,Completed,286.578
ORD-17580,2023-02-18,C00473,P00068,1,2,26218.92,24907.974,18951.06,5956.913999999997,Cancelled,1310.946
ORD-17581,2023-02-18,C00517,P00136,1,4,44881.2,44881.2,30559.800000000003,14321.399999999994,Completed,0.0
ORD-17582,2023-02-18,C00221,P00150,1,1,7572.54,7193.913,4788.76,2405.153,Completed,378.6270000000004
ORD-17583,2023-02-18,C00243,P00056,1,5,5380.599999999999,5111.569999999999,4420.8,690.7699999999986,Completed,269.03000000000065
ORD-17584,2023-02-18,C00767,P00063,1,1,7154.3,6796.585,5694.4800000000005,1102.1049999999996,Completed,357.71500000000015
ORD-17585,2023-02-19,C00457,P00126,3,2,15938.28,15938.28,11580.06,4358.220000000001,Completed,0.0
ORD-17586,2023-02-19,C00796,P00099,4,4,9096.24,9096.24,6335.56,2760.6799999999994,Completed,0.0
ORD-17587,2023-02-19,C00224,P00055,2,3,19287.24,18322.878,12720.75,5602.127999999997,Returned,964.362000000001
ORD-17588,2023-02-19,C00333,P00003,4,2,9948.58,9948.58,7793.76,2154.82,Completed,0.0
ORD-17589,2023-02-19,C00553,P00116,1,3,10700.64,10700.64,7934.49,2766.15,Completed,0.0
ORD-17590,2023-02-19,C00063,P00071,3,1,10969.23,10969.23,8471.28,2497.949999999999,Completed,0.0
ORD-17591,2023-02-19,C01021,P00018,4,5,85065.25,85065.25,54512.1,30553.15,Completed,0.0
ORD-17592,2023-02-19,C00925,P00005,4,3,9253.23,8790.5685,5906.01,2884.558499999999,Returned,462.66150000000016
ORD-17593,2023-02-19,C00927,P00114,3,2,7085.88,7085.88,4845.46,2240.42,Completed,0.0
ORD-17594,2023-02-19,C00891,P00118,2,2,13396.84,13396.84,9140.3,4256.540000000001,Completed,0.0
ORD-17595,2023-02-19,C00374,P00118,3,2,13396.84,13396.84,9140.3,4256.540000000001,Completed,0.0
ORD-17596,2023-02-20,C01044,P00019,3,4,4483.48,4483.48,3493.76,989.7199999999992,Completed,0.0
ORD-17597,2023-02-20,C00804,P00003,3,4,19897.16,17907.444,15587.52,2319.923999999999,Completed,1989.7160000000003
ORD-17598,2023-02-20,C00487,P00016,1,4,11798.16,11798.16,8472.52,3325.6399999999994,Completed,0.0
ORD-17599,2023-02-20,C01163,P00084,2,5,3786.55,3786.55,2871.15,915.3999999999996,Completed,0.0
ORD-17600,2023-02-20,C00374,P00122,3,3,66456.0,63133.2,42873.93,20259.27,Completed,3322.800000000003
ORD-17601,2023-02-20,C00557,P00061,2,1,1006.84,1006.84,747.45,259.39,Completed,0.0
ORD-17602,2023-02-20,C00886,P00036,4,2,1780.3,1780.3,1434.72,345.5799999999999,Completed,0.0
ORD-17603,2023-02-20,C00726,P00070,4,3,60934.08,60934.08,39330.54,21603.54,Completed,0.0
ORD-17604,2023-02-20,C00059,P00106,3,1,3408.35,3408.35,2168.35,1240.0,Completed,0.0
ORD-17605,2023-02-20,C01164,P00053,1,2,27954.58,27954.58,22083.42,5871.160000000004,Completed,0.0
ORD-17606,2023-02-20,C00006,P00112,4,1,2071.95,2071.95,1368.58,703.3699999999999,Completed,0.0
ORD-17607,2023-02-20,C00727,P00069,4,3,13032.24,13032.24,10491.96,2540.279999999999,Completed,0.0
ORD-17608,2023-02-20,C00083,P00039,1,1,1923.55,1923.55,1505.4,418.1499999999999,Completed,0.0
ORD-17609,2023-02-20,C00450,P00088,1,4,17286.68,17286.68,13087.16,4199.52,Completed,0.0
ORD-17610,2023-02-21,C01007,P00142,2,1,2316.75,2316.75,1482.19,834.56,Completed,0.0
ORD-17611,2023-02-21,C00429,P00130,2,5,24923.0,19938.4,20398.0,-459.59999999999854,Completed,4984.5999999999985
ORD-17612,2023-02-21,C00409,P00051,3,1,3923.65,3923.65,2987.29,936.36,Completed,0.0
ORD-17613,2023-02-21,C01028,P00108,1,5,27767.1,24990.39,20182.6,4807.790000000001,Completed,2776.709999999999
ORD-17614,2023-02-21,C00485,P00078,1,2,10135.62,10135.62,6689.72,3445.9000000000005,Completed,0.0
ORD-17615,2023-02-21,C00663,P00075,3,3,54858.33,52115.4135,36459.18,15656.233500000002,Completed,2742.9164999999994
ORD-17616,2023-02-21,C00067,P00054,3,3,5116.86,5116.86,4230.63,886.2299999999996,Completed,0.0
ORD-17617,2023-02-21,C00407,P00029,1,1,1710.69,1625.1555,1196.99,428.16550000000007,Completed,85.53449999999998
ORD-17618,2023-02-21,C00995,P00005,4,5,15422.05,14650.947499999998,9843.35,4807.597499999998,Completed,771.1025000000009
ORD-17619,2023-02-21,C00026,P00002,4,3,30439.74,30439.74,22123.53,8316.21,Completed,0.0
ORD-17620,2023-02-21,C00110,P00071,4,2,21938.46,17550.768,16942.56,608.2079999999987,Completed,4387.691999999999
ORD-17621,2023-02-21,C00759,P00071,4,2,21938.46,20841.537,16942.56,3898.9769999999953,Cancelled,1096.9229999999989
ORD-17622,2023-02-21,C00978,P00033,1,3,12994.26,12994.26,8335.92,4658.34,Completed,0.0
ORD-17623,2023-02-21,C00692,P00146,3,1,19891.12,19891.12,12471.3,7419.82,Completed,0.0
ORD-17624,2023-02-21,C00537,P00119,1,5,89449.79999999999,80504.81999999999,55991.850000000006,24512.969999999987,Completed,8944.979999999996
ORD-17625,2023-02-21,C00594,P00072,4,1,14728.06,13255.254,11727.75,1527.503999999999,Completed,1472.8059999999987
ORD-17626,2023-02-21,C00487,P00017,1,1,4358.1,4358.1,3507.13,850.9700000000003,Completed,0.0
ORD-17627,2023-02-21,C00966,P00135,3,1,15738.45,15738.45,11510.1,4228.35,Completed,0.0
ORD-17628,2023-02-21,C00779,P00137,3,4,18953.72,18953.72,14118.04,4835.68,Completed,0.0
ORD-17629,2023-02-21,C00565,P00131,1,5,23504.3,23504.3,19402.05,4102.25,Completed,0.0
ORD-17630,2023-02-22,C00995,P00041,4,3,18235.68,17323.896,15118.649999999998,2205.246000000003,Cancelled,911.7839999999997
ORD-17631,2023-02-22,C00600,P00048,1,1,5521.84,5521.84,3698.91,1822.9300000000003,Completed,0.0
ORD-17632,2023-02-22,C00290,P00049,2,4,23123.08,23123.08,15880.0,7243.080000000002,Completed,0.0
ORD-17633,2023-02-22,C00305,P00096,4,3,3415.8900000000003,3245.0955000000004,2505.27,739.8255000000004,Returned,170.79449999999997
ORD-17634,2023-02-22,C00132,P00060,4,3,1897.17,1897.17,1239.63,657.5400000000002,Completed,0.0
ORD-17635,2023-02-22,C00371,P00055,4,2,12858.16,12858.16,8480.5,4377.66,Completed,0.0
ORD-17636,2023-02-22,C00897,P00049,4,2,11561.54,11561.54,7940.0,3621.540000000001,Completed,0.0
ORD-17637,2023-02-22,C01138,P00149,4,2,35031.88,31528.692,25269.840000000004,6258.851999999995,Completed,3503.1879999999983
ORD-17638,2023-02-22,C00773,P00064,3,4,12730.68,12730.68,9553.64,3177.040000000001,Completed,0.0
ORD-17639,2023-02-22,C00473,P00146,1,1,19891.12,15912.896,12471.3,3441.5960000000014,Completed,3978.2239999999983
ORD-17640,2023-02-22,C00675,P00029,1,5,8553.45,8553.45,5984.95,2568.500000000001,Completed,0.0
ORD-17641,2023-02-22,C00445,P00026,4,3,7258.5,7258.5,5475.299999999999,1783.2000000000007,Completed,0.0
ORD-17642,2023-02-22,C00546,P00041,1,4,24314.24,23098.528,20158.2,2940.328000000005,Returned,1215.7120000000032
ORD-17643,2023-02-23,C00659,P00138,3,5,5403.150000000001,5403.150000000001,3460.05,1943.1000000000004,Completed,0.0
ORD-17644,2023-02-23,C00065,P00102,3,3,19944.75,19944.75,13603.35,6341.4000000000015,Completed,0.0
ORD-17645,2023-02-23,C00088,P00070,1,5,101556.8,96478.96,65550.9,30928.06,Completed,5077.8399999999965
ORD-17646,2023-02-23,C01198,P00076,1,2,34872.04,33128.438,23810.4,9318.038,Completed,1743.601999999999
ORD-17647,2023-02-23,C00440,P00144,3,2,11793.6,11793.6,9689.92,2103.6800000000003,Completed,0.0
ORD-17648,2023-02-23,C00650,P00024,3,3,9442.98,9442.98,6349.799999999999,3093.1800000000003,Completed,0.0
ORD-17649,2023-02-23,C00880,P00001,4,4,80865.4,72778.86,56078.88,16699.980000000003,Completed,8086.539999999994
ORD-17650,2023-02-23,C00744,P00105,1,1,968.37,919.9515,697.38,222.5715,Completed,48.418499999999995
ORD-17651,2023-02-23,C00547,P00024,4,2,6295.32,6295.32,4233.2,2062.12,Completed,0.0
ORD-17652,2023-02-23,C00139,P00144,1,4,23587.2,23587.2,19379.84,4207.360000000001,Completed,0.0
ORD-17653,2023-02-23,C00731,P00052,2,5,22284.95,17827.96,16705.25,1122.7099999999991,Returned,4456.990000000002
ORD-17654,2023-02-24,C01107,P00038,4,4,27723.16,24950.844,17865.72,7085.124,Completed,2772.315999999999
ORD-17655,2023-02-24,C00298,P00146,1,5,99455.6,99455.6,62356.5,37099.09999999999,Completed,0.0
ORD-17656,2023-02-24,C00087,P00119,1,4,71559.84,71559.84,44793.48,26766.359999999997,Completed,0.0
ORD-17657,2023-02-24,C00829,P00007,2,3,5971.9800000000005,5971.9800000000005,3894.84,2077.1400000000003,Completed,0.0
ORD-17658,2023-02-24,C00473,P00143,1,2,10712.34,9641.106,8809.48,831.6260000000002,Completed,1071.2340000000004
ORD-17659,2023-02-24,C00291,P00083,2,2,12914.6,10331.68,8117.54,2214.1400000000003,Completed,2582.92
ORD-17660,2023-02-24,C00179,P00107,4,2,1374.36,1305.6419999999998,1055.44,250.20199999999977,Cancelled,68.71800000000007
ORD-17661,2023-02-24,C01055,P00114,1,4,14171.76,14171.76,9690.92,4480.84,Completed,0.0
ORD-17662,2023-02-24,C00864,P00143,2,2,10712.34,10712.34,8809.48,1902.8600000000008,Completed,0.0
ORD-17663,2023-02-25,C00220,P00001,2,5,101081.75,90973.575,70098.59999999999,20874.97500000001,Completed,10108.175000000003
ORD-17664,2023-02-25,C00290,P00094,2,3,19284.12,15427.296,12295.68,3131.616,Completed,3856.8239999999987
ORD-17665,2023-02-25,C00776,P00142,3,3,6950.25,6950.25,4446.57,2503.6800000000003,Completed,0.0
ORD-17666,2023-02-25,C00849,P00081,4,4,1133.2,1133.2,763.12,370.08,Returned,0.0
ORD-17667,2023-02-25,C00268,P00022,1,5,22039.7,20937.715,17395.45,3542.264999999996,Completed,1101.9850000000006
ORD-17668,2023-02-25,C00305,P00106,4,1,3408.35,2726.6800000000003,2168.35,558.3300000000004,Completed,681.6699999999996
ORD-17669,2023-02-25,C01179,P00107,1,2,1374.36,1374.36,1055.44,318.91999999999985,Completed,0.0
ORD-17670,2023-02-25,C00680,P00081,3,2,566.6,509.94000000000005,381.56,128.38000000000005,Completed,56.65999999999997
ORD-17671,2023-02-25,C01033,P00041,2,5,30392.800000000003,30392.800000000003,25197.75,5195.050000000007,Completed,0.0
ORD-17672,2023-02-25,C00522,P00143,3,3,16068.51,16068.51,13214.22,2854.290000000001,Completed,0.0
ORD-17673,2023-02-25,C00417,P00022,3,3,13223.82,11901.438,10437.27,1464.1679999999997,Completed,1322.3819999999996
ORD-17674,2023-02-25,C00859,P00112,1,5,10359.75,9323.775,6842.9,2480.875,Returned,1035.9750000000004
ORD-17675,2023-02-25,C00697,P00054,2,1,1705.62,1705.62,1410.21,295.40999999999985,Completed,0.0
ORD-17676,2023-02-25,C00304,P00141,1,3,32443.41,32443.41,23857.92,8585.489999999994,Completed,0.0
ORD-17677,2023-02-25,C00729,P00056,1,4,4304.48,4304.48,3536.6400000000003,767.8399999999992,Completed,0.0
ORD-17678,2023-02-25,C00162,P00077,2,2,8110.8,7705.26,5662.22,2043.04,Completed,405.53999999999996
ORD-17679,2023-02-25,C00675,P00147,1,4,12709.16,12073.702,10056.6,2017.101999999999,Completed,635.4580000000005
ORD-17680,2023-02-25,C00375,P00003,2,5,24871.45,23627.8775,19484.4,4143.477499999997,Completed,1243.572500000002
ORD-17681,2023-02-25,C00661,P00020,4,4,21030.56,19979.032,17257.88,2721.151999999998,Completed,1051.528000000002
ORD-17682,2023-02-25,C00317,P00071,3,4,43876.92,39489.228,33885.12,5604.108,Completed,4387.6919999999955
ORD-17683,2023-02-26,C00973,P00010,4,3,48528.75,48528.75,36050.04,12478.71,Completed,0.0
ORD-17684,2023-02-26,C00070,P00089,1,3,19527.9,18551.505,13180.38,5371.125,Completed,976.3950000000004
ORD-17685,2023-02-26,C00041,P00112,2,4,8287.8,8287.8,5474.32,2813.48,Completed,0.0
ORD-17686,2023-02-26,C01154,P00014,1,5,90449.8,85927.30999999998,60758.55,25168.759999999987,Cancelled,4522.49000000002
ORD-17687,2023-02-26,C01071,P00046,2,1,5224.85,4702.365000000001,3373.29,1329.0750000000007,Completed,522.4849999999997
ORD-17688,2023-02-26,C00243,P00008,1,1,2194.51,1975.059,1480.18,494.8790000000001,Completed,219.45100000000025
ORD-17689,2023-02-26,C00836,P00138,2,3,3241.8900000000003,2593.5120000000006,2076.03,517.4820000000009,Completed,648.3779999999997
ORD-17690,2023-02-26,C00383,P00144,3,2,11793.6,11203.92,9689.92,1514.0,Completed,589.6800000000003
ORD-17691,2023-02-26,C00576,P00150,1,5,37862.7,35969.564999999995,23943.800000000003,12025.764999999992,Completed,1893.135000000002
ORD-17692,2023-02-26,C00771,P00040,3,2,4231.94,3808.746,3206.06,602.6859999999997,Completed,423.1939999999995
ORD-17693,2023-02-26,C00633,P00134,4,3,3990.72,3791.184,3070.83,720.3540000000003,Cancelled,199.5359999999996
ORD-17694,2023-02-26,C00166,P00003,4,5,24871.45,24871.45,19484.4,5387.049999999999,Returned,0.0
ORD-17695,2023-02-26,C00516,P00073,3,5,11343.65,11343.65,7518.200000000001,3825.449999999999,Completed,0.0
ORD-17696,2023-02-26,C00113,P00129,4,3,5948.28,4758.624,4277.28,481.3440000000001,Completed,1189.656
ORD-17697,2023-02-27,C00125,P00140,1,2,14101.28,13396.216,10013.1,3383.116000000002,Completed,705.0640000000003
ORD-17698,2023-02-27,C00114,P00121,4,1,6418.12,6097.214,4313.85,1783.3639999999996,Completed,320.90599999999995
ORD-17699,2023-02-27,C00317,P00087,3,4,24460.44,22014.396,16429.68,5584.716,Completed,2446.043999999998
ORD-17700,2023-02-27,C00890,P00014,3,5,90449.8,72359.84,60758.55,11601.29,Completed,18089.960000000006
ORD-17701,2023-02-27,C00747,P00068,1,1,13109.46,12453.987,9475.53,2978.4569999999985,Completed,655.473
ORD-17702,2023-02-27,C00592,P00052,4,5,22284.95,17827.96,16705.25,1122.7099999999991,Completed,4456.990000000002
ORD-17703,2023-02-27,C00647,P00079,3,1,147.92,147.92,111.81,36.10999999999999,Completed,0.0
ORD-17704,2023-02-27,C00743,P00075,1,1,18286.11,18286.11,12153.06,6133.050000000001,Completed,0.0
ORD-17705,2023-02-27,C00103,P00096,4,5,5693.150000000001,5693.150000000001,4175.45,1517.7000000000007,Completed,0.0
ORD-17706,2023-02-27,C00264,P00133,4,2,3969.0,3969.0,2497.86,1471.14,Completed,0.0
ORD-17707,2023-02-27,C00362,P00115,1,3,7994.400000000001,7994.400000000001,5838.450000000001,2155.95,Completed,0.0
ORD-17708,2023-02-27,C00843,P00007,4,3,5971.9800000000005,5971.9800000000005,3894.84,2077.1400000000003,Completed,0.0
ORD-17709,2023-02-27,C00213,P00138,2,1,1080.63,864.5040000000001,692.01,172.49400000000014,Completed,216.12599999999998
ORD-17710,2023-02-27,C01017,P00006,4,5,12954.1,12954.1,8751.849999999999,4202.250000000002,Completed,0.0
ORD-17711,2023-02-27,C00123,P00134,3,5,6651.2,6651.2,5118.05,1533.1499999999996,Completed,0.0
ORD-17712,2023-02-27,C00100,P00015,4,5,58250.9,58250.9,41416.5,16834.4,Completed,0.0
ORD-17713,2023-02-28,C01141,P00066,3,4,14015.84,14015.84,8833.84,5182.0,Completed,0.0
ORD-17714,2023-02-28,C00878,P00086,4,2,11382.68,10244.412,9046.16,1198.2520000000004,Completed,1138.268
ORD-17715,2023-02-28,C01101,P00073,1,5,11343.65,11343.65,7518.200000000001,3825.449999999999,Completed,0.0
ORD-17716,2023-02-28,C00503,P00098,4,1,3279.48,3279.48,2712.66,566.8200000000002,Completed,0.0
ORD-17717,2023-02-28,C00584,P00003,4,1,4974.29,4974.29,3896.88,1077.41,Completed,0.0
ORD-17718,2023-02-28,C00708,P00034,1,4,28659.92,28659.92,21675.24,6984.679999999997,Completed,0.0
ORD-17719,2023-02-28,C00332,P00130,1,5,24923.0,22430.7,20398.0,2032.7000000000007,Returned,2492.2999999999993
ORD-17720,2023-02-28,C00131,P00105,4,5,4841.85,4599.7575,3486.9,1112.8574999999996,Completed,242.09250000000065
ORD-17721,2023-02-28,C00290,P00140,2,1,7050.64,6698.108,5006.549999999999,1691.558000000001,Completed,352.53200000000015
ORD-17722,2023-02-28,C00074,P00040,3,1,2115.97,2115.97,1603.03,512.9399999999998,Completed,0.0
ORD-17723,2023-02-28,C00749,P00149,1,2,35031.88,33280.28599999999,25269.840000000004,8010.445999999989,Completed,1751.5940000000046
ORD-17724,2023-02-28,C01016,P00045,2,4,2755.2,2617.44,1912.2,705.2399999999996,Completed,137.75999999999976
ORD-17725,2023-02-28,C01019,P00019,3,1,1120.87,1120.87,873.44,247.42999999999984,Completed,0.0
ORD-17726,2023-02-28,C00727,P00071,4,1,10969.23,10969.23,8471.28,2497.949999999999,Completed,0.0
ORD-17727,2023-02-28,C00436,P00123,4,2,3078.64,3078.64,2460.8,617.8399999999997,Completed,0.0
ORD-17728,2023-03-01,C00260,P00029,3,5,8553.45,8125.7775,5984.95,2140.8275000000003,Completed,427.6725000000006
ORD-17729,2023-03-01,C00634,P00086,1,4,22765.36,22765.36,18092.32,4673.040000000001,Completed,0.0
ORD-17730,2023-03-01,C00595,P00077,3,4,16221.6,16221.6,11324.44,4897.16,Completed,0.0
ORD-17731,2023-03-01,C00157,P00070,1,5,101556.8,96478.96,65550.9,30928.06,Completed,5077.8399999999965
ORD-17732,2023-03-01,C01158,P00022,4,4,17631.76,15868.584,13916.36,1952.2239999999983,Completed,1763.1759999999977
ORD-17733,2023-03-01,C00580,P00090,3,4,31470.16,29896.652,23207.76,6688.891999999996,Completed,1573.5080000000016
ORD-17734,2023-03-01,C00173,P00057,4,5,10312.35,8249.88,6980.75,1269.1299999999992,Cancelled,2062.470000000001
ORD-17735,2023-03-01,C01133,P00060,4,3,1897.17,1517.736,1239.63,278.1060000000002,Completed,379.43399999999997
ORD-17736,2023-03-01,C00074,P00009,3,4,13799.36,13799.36,10961.16,2838.2000000000007,Cancelled,0.0
ORD-17737,2023-03-01,C00859,P00145,1,4,10721.48,10721.48,8038.68,2682.7999999999997,Completed,0.0
ORD-17738,2023-03-01,C01140,P00007,3,1,1990.66,1990.66,1298.28,692.3800000000001,Completed,0.0
ORD-17739,2023-03-01,C00849,P00003,4,2,9948.58,9948.58,7793.76,2154.82,Completed,0.0
ORD-17740,2023-03-01,C00045,P00004,3,2,10182.54,10182.54,8168.54,2014.000000000001,Completed,0.0
ORD-17741,2023-03-02,C00726,P00093,4,1,4605.29,4605.29,3236.5,1368.79,Cancelled,0.0
ORD-17742,2023-03-02,C00773,P00129,3,5,9913.8,7931.04,7128.8,802.2399999999998,Completed,1982.7599999999993
ORD-17743,2023-03-02,C00813,P00082,3,5,1887.7,1887.7,1196.65,691.05,Completed,0.0
ORD-17744,2023-03-02,C00682,P00045,4,3,2066.4,1859.76,1434.15,425.6099999999997,Completed,206.6400000000001
