date,channel,spend,clicks,conversions,cac,new_customers_acquired
2023-09-23,Facebook,2683.86,48,1,2683.86,1
2023-09-23,Google,3636.67,103,1,3636.67,1
2023-09-23,Email,2064.49,26,0,inf,0
2023-09-23,Instagram,4241.07,45,1,4241.07,1
2023-09-24,Facebook,809.94,24,0,inf,0
2023-09-24,Google,1685.07,34,0,inf,0
2023-09-24,Email,3371.12,66,1,3371.12,1
2023-09-24,Instagram,584.24,6,0,inf,0
2023-09-25,Facebook,1574.54,20,0,inf,0
2023-09-25,Google,2925.3,57,1,2925.3,1
2023-09-25,Email,2738.97,42,1,2738.97,1
2023-09-25,Instagram,1951.7,27,0,inf,0
2023-09-26,Facebook,2854.4,112,4,713.6,4
2023-09-26,Google,1083.98,12,0,inf,0
2023-09-26,Email,2684.17,96,3,894.7233333333334,3
2023-09-26,Instagram,4263.35,58,1,4263.35,1
2023-09-27,Facebook,3655.91,90,2,1827.955,2
2023-09-27,Google,3226.79,125,5,645.358,5
2023-09-27,Email,1439.32,24,1,1439.32,1
2023-09-27,Instagram,859.81,10,0,inf,0
2023-09-28,Facebook,3011.09,31,0,inf,0
2023-09-28,Google,2160.81,28,1,2160.81,1
2023-09-28,Email,1696.17,72,0,inf,0
2023-09-28,Instagram,1867.57,19,0,inf,0
2023-09-29,Facebook,937.04,12,0,inf,0
2023-09-29,Google,1352.57,21,0,inf,0
2023-09-29,Email,3313.96,96,3,1104.6533333333334,3
2023-09-29,Instagram,2368.33,83,2,1184.165,2
2023-09-30,Facebook,2110.84,37,1,2110.84,1
2023-09-30,Google,4472.71,134,2,2236.355,2
2023-09-30,Email,2307.01,49,0,inf,0
2023-09-30,Instagram,4992.95,90,2,2496.475,2
2023-10-01,Facebook,1918.2,19,0,inf,0
2023-10-01,Google,2172.74,26,0,inf,0
2023-10-01,Email,3766.4,54,1,3766.4,1
2023-10-01,Instagram,1462.68,18,0,inf,0
2023-10-02,Facebook,1643.4,16,0,inf,0
2023-10-02,Google,2286.91,29,1,2286.91,1
2023-10-02,Email,3180.93,51,2,1590.465,2
2023-10-02,Instagram,1858.29,42,0,inf,0
2023-10-03,Facebook,4350.74,200,8,543.8425,8
2023-10-03,Google,3603.74,85,2,1801.87,2
2023-10-03,Email,3003.45,31,0,inf,0
2023-10-03,Instagram,669.81,13,0,inf,0
2023-10-04,Facebook,2151.87,32,0,inf,0
2023-10-04,Google,4149.83,151,3,1383.2766666666666,3
2023-10-04,Email,4630.47,58,2,2315.235,2
2023-10-04,Instagram,4068.07,120,5,813.614,5
2023-10-05,Facebook,3603.18,54,2,1801.59,2
2023-10-05,Google,3178.54,72,2,1589.27,2
2023-10-05,Email,3093.28,117,1,3093.28,1
2023-10-05,Instagram,3969.06,82,3,1323.02,3
2023-10-06,Facebook,2374.35,26,1,2374.35,1
2023-10-06,Google,1520.23,21,0,inf,0
2023-10-06,Email,551.45,6,0,inf,0
2023-10-06,Instagram,1871.53,80,2,935.765,2
2023-10-07,Facebook,1173.11,19,0,inf,0
2023-10-07,Google,727.34,9,0,inf,0
2023-10-07,Email,2505.27,37,1,2505.27,1
2023-10-07,Instagram,1499.39,34,0,inf,0
2023-10-08,Facebook,1094.85,41,1,1094.85,1
2023-10-08,Google,721.9,13,0,inf,0
2023-10-08,Email,2758.2,33,0,inf,0
2023-10-08,Instagram,1106.92,17,0,inf,0
2023-10-09,Facebook,3435.12,96,3,1145.04,3
2023-10-09,Google,3810.5,95,1,3810.5,1
2023-10-09,Email,3995.47,87,4,998.8675,4
2023-10-09,Instagram,903.18,12,0,inf,0
2023-10-10,Facebook,2067.39,45,1,2067.39,1
2023-10-10,Google,608.93,13,0,inf,0
2023-10-10,Email,3272.99,32,0,inf,0
2023-10-10,Instagram,1156.18,49,2,578.09,2
2023-10-11,Facebook,1398.58,28,1,1398.58,1
2023-10-11,Google,4337.44,149,1,4337.44,1
2023-10-11,Email,4770.23,50,2,2385.115,2
2023-10-11,Instagram,4190.6,198,7,598.657142857143,7
2023-10-12,Facebook,1000.75,17,0,inf,0
2023-10-12,Google,1440.54,22,0,inf,0
2023-10-12,Email,2854.7,70,2,1427.35,2
2023-10-12,Instagram,3784.66,120,4,946.165,4
2023-10-13,Facebook,582.75,8,0,inf,0
2023-10-13,Google,695.67,20,0,inf,0
2023-10-13,Email,4051.35,58,0,inf,0
2023-10-13,Instagram,3446.41,166,4,861.6025,4
2023-10-14,Facebook,1720.9,19,0,inf,0
2023-10-14,Google,4389.27,203,9,487.6966666666667,9
2023-10-14,Email,3422.35,88,2,1711.175,2
2023-10-14,Instagram,4894.75,175,3,1631.5833333333333,3
2023-10-15,Facebook,4400.48,70,1,4400.48,1
2023-10-15,Google,2752.93,48,2,1376.465,2
2023-10-15,Email,596.7,14,0,inf,0
2023-10-15,Instagram,2001.06,38,0,inf,0
2023-10-16,Facebook,2060.51,42,1,2060.51,1
2023-10-16,Google,1562.92,15,0,inf,0
2023-10-16,Email,4153.52,59,2,2076.76,2
2023-10-16,Instagram,4506.81,52,0,inf,0
2023-10-17,Facebook,2997.23,70,1,2997.23,1
2023-10-17,Google,4537.29,62,0,inf,0
2023-10-17,Email,2219.93,22,0,inf,0
2023-10-17,Instagram,3314.86,86,1,3314.86,1
2023-10-18,Facebook,1187.37,12,0,inf,0
2023-10-18,Google,1981.78,31,0,inf,0
2023-10-18,Email,1123.59,17,0,inf,0
2023-10-18,Instagram,4381.64,97,3,1460.5466666666669,3
2023-10-19,Facebook,2857.12,92,4,714.28,4
2023-10-19,Google,4891.0,154,7,698.7142857142857,7
2023-10-19,Email,4627.0,101,3,1542.3333333333333,3
2023-10-19,Instagram,4768.71,161,3,1589.57,3
2023-10-20,Facebook,4458.37,57,2,2229.185,2
2023-10-20,Google,4460.59,83,2,2230.295,2
2023-10-20,Email,2493.52,26,1,2493.52,1
2023-10-20,Instagram,4699.63,112,4,1174.9075,4
2023-10-21,Facebook,980.47,28,1,980.47,1
2023-10-21,Google,3253.92,78,2,1626.96,2
2023-10-21,Email,1539.1,39,1,1539.1,1
2023-10-21,Instagram,2116.68,28,0,inf,0
2023-10-22,Facebook,2760.46,40,1,2760.46,1
2023-10-22,Google,2182.82,24,0,inf,0
2023-10-22,Email,1118.81,31,0,inf,0
2023-10-22,Instagram,3940.42,185,3,1313.4733333333334,3
2023-10-23,Facebook,2358.7,29,1,2358.7,1
2023-10-23,Google,3909.99,154,7,558.5699999999999,7
2023-10-23,Email,4935.32,55,1,4935.32,1
2023-10-23,Instagram,1962.03,34,0,inf,0
2023-10-24,Facebook,2321.9,99,3,773.9666666666667,3
2023-10-24,Google,2211.68,49,1,2211.68,1
2023-10-24,Email,3841.11,56,1,3841.11,1
2023-10-24,Instagram,4441.02,53,1,4441.02,1
2023-10-25,Facebook,2532.24,29,0,inf,0
2023-10-25,Google,4981.26,81,2,2490.63,2
2023-10-25,Email,3808.27,58,1,3808.27,1
2023-10-25,Instagram,3337.92,139,3,1112.64,3
2023-10-26,Facebook,2291.18,51,2,1145.59,2
2023-10-26,Google,2576.06,47,1,2576.06,1
2023-10-26,Email,745.46,12,0,inf,0
2023-10-26,Instagram,4234.52,75,2,2117.26,2
2023-10-27,Facebook,1009.27,12,0,inf,0
2023-10-27,Google,3632.51,117,3,1210.8366666666668,3
2023-10-27,Email,2528.99,73,2,1264.495,2
2023-10-27,Instagram,3706.85,102,2,1853.425,2
2023-10-28,Facebook,1625.37,21,0,inf,0
2023-10-28,Google,4084.19,52,0,inf,0
2023-10-28,Email,1013.74,18,0,inf,0
2023-10-28,Instagram,2857.18,56,2,1428.59,2
2023-10-29,Facebook,2802.5,29,0,inf,0
2023-10-29,Google,2212.73,27,1,2212.73,1
2023-10-29,Email,3044.71,41,0,inf,0
2023-10-29,Instagram,4409.68,128,4,1102.42,4
2023-10-30,Facebook,2388.12,53,2,1194.06,2
2023-10-30,Google,2508.16,35,0,inf,0
2023-10-30,Email,1092.07,30,1,1092.07,1
2023-10-30,Instagram,1639.0,28,1,1639.0,1
2023-10-31,Facebook,2945.76,143,6,490.96,6
2023-10-31,Google,1570.45,23,0,inf,0
2023-10-31,Email,2345.68,89,3,781.8933333333333,3
2023-10-31,Instagram,1601.21,25,0,inf,0
2023-11-01,Facebook,3008.97,34,0,inf,0
2023-11-01,Google,1167.15,16,0,inf,0
2023-11-01,Email,4342.23,59,2,2171.115,2
2023-11-01,Instagram,1842.99,19,0,inf,0
2023-11-02,Facebook,2376.31,69,2,1188.155,2
2023-11-02,Google,3249.9,43,1,3249.9,1
2023-11-02,Email,4042.88,118,3,1347.6266666666668,3
2023-11-02,Instagram,3105.35,32,0,inf,0
2023-11-03,Facebook,1846.83,37,0,inf,0
2023-11-03,Google,804.5,14,0,inf,0
2023-11-03,Email,1817.75,59,2,908.875,2
2023-11-03,Instagram,1734.88,27,0,inf,0
2023-11-04,Facebook,3631.23,52,0,inf,0
2023-11-04,Google,3783.78,53,2,1891.89,2
2023-11-04,Email,2676.48,35,1,2676.48,1
2023-11-04,Instagram,4938.25,114,3,1646.0833333333333,3
2023-11-05,Facebook,1924.2,31,1,1924.2,1
2023-11-05,Google,2092.34,68,2,1046.17,2
2023-11-05,Email,2838.68,40,1,2838.68,1
2023-11-05,Instagram,1309.58,19,0,inf,0
2023-11-06,Facebook,4906.66,243,2,2453.33,2
2023-11-06,Google,3314.57,112,4,828.6425,4
2023-11-06,Email,4098.04,41,1,4098.04,1
2023-11-06,Instagram,2002.07,30,1,2002.07,1
2023-11-07,Facebook,550.84,15,0,inf,0
2023-11-07,Google,4055.88,90,2,2027.94,2
2023-11-07,Email,1957.66,95,3,652.5533333333334,3
2023-11-07,Instagram,2036.13,26,0,inf,0
2023-11-08,Facebook,631.03,18,0,inf,0
2023-11-08,Google,2020.72,27,1,2020.72,1
2023-11-08,Email,4087.64,57,1,4087.64,1
2023-11-08,Instagram,3322.4,36,1,3322.4,1
2023-11-09,Facebook,2007.99,24,0,inf,0
2023-11-09,Google,3841.63,44,0,inf,0
2023-11-09,Email,3762.34,83,2,1881.17,2
2023-11-09,Instagram,1437.18,19,0,inf,0
2023-11-10,Facebook,4496.13,93,4,1124.0325,4
2023-11-10,Google,1762.07,78,3,587.3566666666667,3
2023-11-10,Email,3319.3,37,1,3319.3,1
2023-11-10,Instagram,2253.05,33,1,2253.05,1
2023-11-11,Facebook,3881.93,50,1,3881.93,1
2023-11-11,Google,642.33,12,0,inf,0
2023-11-11,Email,1569.39,27,1,1569.39,1
2023-11-11,Instagram,1472.63,33,0,inf,0
2023-11-12,Facebook,4032.25,49,2,2016.125,2
2023-11-12,Google,2496.98,113,3,832.3266666666667,3
2023-11-12,Email,2750.24,78,3,916.7466666666666,3
2023-11-12,Instagram,3795.98,61,2,1897.99,2
2023-11-13,Facebook,1144.83,12,0,inf,0
2023-11-13,Google,4721.11,63,0,inf,0
2023-11-13,Email,3760.57,66,2,1880.285,2
2023-11-13,Instagram,2850.55,140,6,475.0916666666667,6
2023-11-14,Facebook,3591.74,53,0,inf,0
2023-11-14,Google,2600.94,109,3,866.98,3
2023-11-14,Email,3465.43,77,2,1732.715,2
2023-11-14,Instagram,1904.64,20,0,inf,0
2023-11-15,Facebook,1366.46,32,0,inf,0
2023-11-15,Google,2485.02,84,1,2485.02,1
2023-11-15,Email,1731.37,81,2,865.685,2
2023-11-15,Instagram,2813.27,77,1,2813.27,1
2023-11-16,Facebook,1933.18,61,2,966.59,2
2023-11-16,Google,1774.7,44,0,inf,0
2023-11-16,Email,3259.68,69,1,3259.68,1
2023-11-16,Instagram,1085.33,18,0,inf,0
2023-11-17,Facebook,976.67,40,1,976.67,1
2023-11-17,Google,1305.42,19,0,inf,0
2023-11-17,Email,4262.78,56,1,4262.78,1
2023-11-17,Instagram,1905.98,22,0,inf,0
2023-11-18,Facebook,3518.92,56,2,1759.46,2
2023-11-18,Google,3900.84,68,1,3900.84,1
2023-11-18,Email,4157.83,44,1,4157.83,1
2023-11-18,Instagram,2550.13,34,1,2550.13,1
2023-11-19,Facebook,2594.28,67,1,2594.28,1
2023-11-19,Google,4374.93,63,2,2187.465,2
2023-11-19,Email,2264.35,29,1,2264.35,1
2023-11-19,Instagram,4049.5,44,1,4049.5,1
2023-11-20,Facebook,636.19,10,0,inf,0
2023-11-20,Google,2575.59,76,3,858.5300000000001,3
2023-11-20,Email,3219.98,106,1,3219.98,1
2023-11-20,Instagram,4178.99,49,1,4178.99,1
2023-11-21,Facebook,3422.53,41,1,3422.53,1
2023-11-21,Google,2303.67,43,1,2303.67,1
2023-11-21,Email,2965.77,30,0,inf,0
2023-11-21,Instagram,2033.21,23,0,inf,0
2023-11-22,Facebook,4029.41,73,3,1343.1366666666663,3
2023-11-22,Google,2950.37,75,2,1475.185,2
2023-11-22,Email,850.52,9,0,inf,0
2023-11-22,Instagram,2689.84,39,1,2689.84,1
2023-11-23,Facebook,2997.89,34,0,inf,0
2023-11-23,Google,4801.48,187,2,2400.74,2
2023-11-23,Email,4163.3,50,1,4163.3,1
2023-11-23,Instagram,2724.33,37,0,inf,0
2023-11-24,Facebook,4176.65,45,2,2088.325,2
2023-11-24,Google,3362.6,168,2,1681.3,2
2023-11-24,Email,1171.47,18,0,inf,0
2023-11-24,Instagram,3100.69,86,3,1033.5633333333333,3
2023-11-25,Facebook,1924.69,29,1,1924.69,1
2023-11-25,Google,1870.48,19,0,inf,0
2023-11-25,Email,4921.61,103,1,4921.61,1
2023-11-25,Instagram,536.54,5,0,inf,0
2023-11-26,Facebook,1074.0,24,0,inf,0
2023-11-26,Google,2969.98,122,4,742.495,4
2023-11-26,Email,4193.39,86,3,1397.7966666666669,3
2023-11-26,Instagram,4395.56,113,4,1098.89,4
2023-11-27,Facebook,2274.21,50,1,2274.21,1
2023-11-27,Google,2217.04,34,1,2217.04,1
2023-11-27,Email,2636.92,75,1,2636.92,1
2023-11-27,Instagram,4660.17,53,0,inf,0
2023-11-28,Facebook,4988.55,67,1,4988.55,1
2023-11-28,Google,822.86,38,1,822.86,1
2023-11-28,Email,2690.16,48,2,1345.08,2
2023-11-28,Instagram,880.99,12,0,inf,0
2023-11-29,Facebook,2552.13,30,1,2552.13,1
2023-11-29,Google,2415.67,70,2,1207.835,2
2023-11-29,Email,2984.23,53,1,2984.23,1
2023-11-29,Instagram,1336.06,19,0,inf,0
2023-11-30,Facebook,4310.62,110,3,1436.8733333333332,3
2023-11-30,Google,2348.77,36,0,inf,0
2023-11-30,Email,4902.05,74,2,2451.025,2
2023-11-30,Instagram,1009.24,17,0,inf,0
2023-12-01,Facebook,1139.39,14,0,inf,0
2023-12-01,Google,4926.51,59,1,4926.51,1
2023-12-01,Email,852.06,9,0,inf,0
2023-12-01,Instagram,2626.03,33,1,2626.03,1
2023-12-02,Facebook,851.37,12,0,inf,0
2023-12-02,Google,1906.25,78,1,1906.25,1
2023-12-02,Email,4003.37,69,2,2001.685,2
2023-12-02,Instagram,2611.55,33,0,inf,0
2023-12-03,Facebook,4822.62,57,1,4822.62,1
2023-12-03,Google,658.97,7,0,inf,0
2023-12-03,Email,3771.37,57,0,inf,0
2023-12-03,Instagram,2629.22,78,0,inf,0
2023-12-04,Facebook,4956.64,58,2,2478.32,2
2023-12-04,Google,1790.67,67,2,895.335,2
2023-12-04,Email,4331.5,102,1,4331.5,1
2023-12-04,Instagram,1764.37,19,0,inf,0
2023-12-05,Facebook,1001.97,29,0,inf,0
2023-12-05,Google,1180.11,21,0,inf,0
2023-12-05,Email,1675.64,22,0,inf,0
2023-12-05,Instagram,4097.17,46,1,4097.17,1
2023-12-06,Facebook,879.81,27,1,879.81,1
2023-12-06,Google,1193.68,20,0,inf,0
2023-12-06,Email,3966.66,101,2,1983.33,2
2023-12-06,Instagram,3369.09,91,3,1123.03,3
2023-12-07,Facebook,2052.84,28,1,2052.84,1
2023-12-07,Google,1021.97,30,0,inf,0
2023-12-07,Email,1856.15,23,0,inf,0
2023-12-07,Instagram,2896.34,57,2,1448.17,2
2023-12-08,Facebook,2635.65,83,3,878.5500000000001,3
2023-12-08,Google,553.38,5,0,inf,0
2023-12-08,Email,3553.22,36,1,3553.22,1
2023-12-08,Instagram,684.58,7,0,inf,0
2023-12-09,Facebook,4802.83,88,4,1200.7075,4
2023-12-09,Google,4362.6,93,1,4362.6,1
2023-12-09,Email,942.25,13,0,inf,0
2023-12-09,Instagram,3979.18,49,1,3979.18,1
2023-12-10,Facebook,3149.26,88,2,1574.63,2
2023-12-10,Google,3606.25,104,3,1202.0833333333333,3
2023-12-10,Email,3527.61,40,0,inf,0
2023-12-10,Instagram,939.64,33,0,inf,0
2023-12-11,Facebook,1487.37,34,0,inf,0
2023-12-11,Google,606.65,22,1,606.65,1
2023-12-11,Email,3454.72,39,1,3454.72,1
2023-12-11,Instagram,3371.37,43,0,inf,0
2023-12-12,Facebook,4353.98,143,5,870.7959999999999,5
2023-12-12,Google,4549.54,69,3,1516.513333333333,3
2023-12-12,Email,4532.01,59,1,4532.01,1
2023-12-12,Instagram,2601.3,27,0,inf,0
2023-12-13,Facebook,4652.13,110,2,2326.065,2
2023-12-13,Google,4565.26,55,1,4565.26,1
2023-12-13,Email,1228.85,47,1,1228.85,1
2023-12-13,Instagram,2222.6,47,0,inf,0
2023-12-14,Facebook,4800.23,116,3,1600.0766666666666,3
2023-12-14,Google,2712.75,28,0,inf,0
2023-12-14,Email,1302.99,21,0,inf,0
2023-12-14,Instagram,3959.18,105,3,1319.7266666666667,3
2023-12-15,Facebook,4606.74,59,0,inf,0
2023-12-15,Google,828.14,12,0,inf,0
2023-12-15,Email,2506.47,27,0,inf,0
2023-12-15,Instagram,3381.51,35,1,3381.51,1
2023-12-16,Facebook,1698.96,22,1,1698.96,1
2023-12-16,Google,3085.88,50,2,1542.94,2
2023-12-16,Email,2708.06,49,2,1354.03,2
2023-12-16,Instagram,4014.22,48,1,4014.22,1
2023-12-17,Facebook,514.88,5,0,inf,0
2023-12-17,Google,2669.3,40,1,2669.3,1
2023-12-17,Email,2115.13,28,0,inf,0
2023-12-17,Instagram,3345.23,34,0,inf,0
2023-12-18,Facebook,2905.82,29,0,inf,0
2023-12-18,Google,2568.38,31,1,2568.38,1
2023-12-18,Email,1294.78,55,1,1294.78,1
2023-12-18,Instagram,1359.51,17,0,inf,0
2023-12-19,Facebook,3337.78,68,0,inf,0
2023-12-19,Google,3347.56,42,0,inf,0
2023-12-19,Email,1368.92,17,0,inf,0
2023-12-19,Instagram,2701.55,107,3,900.5166666666668,3
2023-12-20,Facebook,1884.79,30,1,1884.79,1
2023-12-20,Google,2521.88,25,0,inf,0
2023-12-20,Email,752.25,9,0,inf,0
2023-12-20,Instagram,1031.84,12,0,inf,0
2023-12-21,Facebook,2562.67,34,1,2562.67,1
2023-12-21,Google,1170.29,17,0,inf,0
2023-12-21,Email,665.95,21,0,inf,0
2023-12-21,Instagram,2620.49,28,0,inf,0
2023-12-22,Facebook,3655.84,120,2,1827.92,2
2023-12-22,Google,724.81,16,0,inf,0
2023-12-22,Email,2552.83,75,2,1276.415,2
2023-12-22,Instagram,4180.1,146,4,1045.025,4
2023-12-23,Facebook,4096.29,108,4,1024.0725,4
2023-12-23,Google,2417.95,28,1,2417.95,1
2023-12-23,Email,3552.79,77,3,1184.263333333333,3
2023-12-23,Instagram,3091.85,99,4,772.9625,4
2023-12-24,Facebook,4068.96,50,1,4068.96,1
2023-12-24,Google,2009.77,67,1,2009.77,1
2023-12-24,Email,2368.19,31,0,inf,0
2023-12-24,Instagram,2473.98,26,0,inf,0
2023-12-25,Facebook,949.86,10,0,inf,0
2023-12-25,Google,3999.48,188,5,799.896,5
2023-12-25,Email,528.57,15,0,inf,0
2023-12-25,Instagram,3432.9,37,0,inf,0
2023-12-26,Facebook,4133.35,50,1,4133.35,1
2023-12-26,Google,1427.72,20,0,inf,0
2023-12-26,Email,2354.14,24,0,inf,0
2023-12-26,Instagram,669.3,19,0,inf,0
2023-12-27,Facebook,4776.34,68,2,2388.17,2
2023-12-27,Google,2065.34,101,1,2065.34,1
2023-12-27,Email,1028.79,16,0,inf,0
2023-12-27,Instagram,2128.56,26,0,inf,0
2023-12-28,Facebook,1486.74,18,0,inf,0
2023-12-28,Google,1743.92,49,2,871.96,2
2023-12-28,Email,3583.6,36,1,3583.6,1
2023-12-28,Instagram,1293.46,17,0,inf,0
2023-12-29,Facebook,3401.87,79,2,1700.935,2
2023-12-29,Google,2004.33,23,0,inf,0
2023-12-29,Email,694.93,8,0,inf,0
2023-12-29,Instagram,1291.49,15,0,inf,0
2023-12-30,Facebook,1022.29,11,0,inf,0
2023-12-30,Google,3167.18,68,1,3167.18,1
2023-12-30,Email,3545.84,76,3,1181.9466666666667,3
2023-12-30,Instagram,1967.6,70,2,983.8,2
2023-12-31,Facebook,4414.49,88,1,4414.49,1
2023-12-31,Google,2619.46,44,2,1309.73,2
2023-12-31,Email,1152.24,12,0,inf,0
2023-12-31,Instagram,2242.99,72,2,1121.495,2
2024-01-01,Facebook,3344.1,34,0,inf,0
2024-01-01,Google,1072.45,14,0,inf,0
2024-01-01,Email,1114.26,12,0,inf,0
2024-01-01,Instagram,1270.41,26,1,1270.41,1
2024-01-02,Facebook,3216.36,38,1,3216.36,1
2024-01-02,Google,3251.88,96,4,812.97,4
2024-01-02,Email,4347.52,161,7,621.0742857142858,7
2024-01-02,Instagram,2701.46,27,0,inf,0
2024-01-03,Facebook,4266.45,100,3,1422.15,3
2024-01-03,Google,3812.8,95,2,1906.4,2
2024-01-03,Email,3107.6,34,1,3107.6,1
2024-01-03,Instagram,1170.36,17,0,inf,0
2024-01-04,Facebook,4910.83,211,6,818.4716666666667,6
2024-01-04,Google,3958.73,174,5,791.746,5
2024-01-04,Email,2656.71,31,1,2656.71,1
2024-01-04,Instagram,2535.99,64,2,1267.995,2
2024-01-05,Facebook,555.9,7,0,inf,0
2024-01-05,Google,1097.2,25,0,inf,0
2024-01-05,Email,908.28,15,0,inf,0
2024-01-05,Instagram,3664.87,41,1,3664.87,1
2024-01-06,Facebook,609.86,10,0,inf,0
2024-01-06,Google,4433.9,84,3,1477.9666666666665,3
2024-01-06,Email,2166.89,37,1,2166.89,1
2024-01-06,Instagram,4371.72,170,7,624.5314285714286,7
2024-01-07,Facebook,1998.08,88,2,999.04,2
2024-01-07,Google,1714.05,17,0,inf,0
2024-01-07,Email,4075.15,49,0,inf,0
2024-01-07,Instagram,4463.81,56,0,inf,0
2024-01-08,Facebook,4753.95,64,2,2376.975,2
2024-01-08,Google,999.35,20,0,inf,0
2024-01-08,Email,2145.07,63,2,1072.535,2
2024-01-08,Instagram,801.53,10,0,inf,0
2024-01-09,Facebook,4915.63,125,1,4915.63,1
2024-01-09,Google,2653.22,27,0,inf,0
2024-01-09,Email,4815.97,130,5,963.194,5
2024-01-09,Instagram,1514.47,31,0,inf,0
2024-01-10,Facebook,3561.02,84,1,3561.02,1
2024-01-10,Google,2053.52,34,1,2053.52,1
2024-01-10,Email,1052.19,13,0,inf,0
2024-01-10,Instagram,2897.85,66,2,1448.925,2
2024-01-11,Facebook,4099.57,42,1,4099.57,1
2024-01-11,Google,4733.94,187,8,591.7425,8
2024-01-11,Email,2560.43,96,4,640.1075,4
2024-01-11,Instagram,1797.68,18,0,inf,0
2024-01-12,Facebook,1741.74,22,0,inf,0
2024-01-12,Google,4437.47,71,2,2218.735,2
2024-01-12,Email,1819.26,18,0,inf,0
2024-01-12,Instagram,1094.12,22,0,inf,0
2024-01-13,Facebook,3401.08,78,0,inf,0
2024-01-13,Google,4423.07,114,5,884.6139999999999,5
2024-01-13,Email,3401.02,64,1,3401.02,1
2024-01-13,Instagram,3407.23,73,2,1703.615,2
2024-01-14,Facebook,3635.89,41,1,3635.89,1
2024-01-14,Google,1868.37,61,2,934.185,2
2024-01-14,Email,1272.82,31,0,inf,0
2024-01-14,Instagram,4868.26,59,0,inf,0
2024-01-15,Facebook,2089.04,36,0,inf,0
2024-01-15,Google,4658.59,60,1,4658.59,1
2024-01-15,Email,4879.43,55,2,2439.715,2
2024-01-15,Instagram,3498.6,108,2,1749.3,2
2024-01-16,Facebook,685.18,15,0,inf,0
2024-01-16,Google,1671.83,48,1,1671.83,1
2024-01-16,Email,656.1,14,0,inf,0
2024-01-16,Instagram,2178.12,34,0,inf,0
2024-01-17,Facebook,1857.02,19,0,inf,0
2024-01-17,Google,2747.38,86,2,1373.69,2
2024-01-17,Email,1940.98,95,3,646.9933333333333,3
2024-01-17,Instagram,4890.2,105,4,1222.55,4
2024-01-18,Facebook,2632.6,60,2,1316.3,2
2024-01-18,Google,4913.1,74,1,4913.1,1
2024-01-18,Email,3043.54,32,0,inf,0
2024-01-18,Instagram,3601.16,45,2,1800.58,2
2024-01-19,Facebook,1127.4,17,0,inf,0
2024-01-19,Google,2307.33,26,0,inf,0
2024-01-19,Email,916.17,37,1,916.17,1
2024-01-19,Instagram,3125.44,82,3,1041.8133333333333,3
2024-01-20,Facebook,1750.67,80,2,875.335,2
2024-01-20,Google,2504.56,33,0,inf,0
2024-01-20,Email,2803.04,78,1,2803.04,1
2024-01-20,Instagram,3222.85,33,1,3222.85,1
2024-01-21,Facebook,2124.79,66,2,1062.395,2
2024-01-21,Google,2163.33,43,0,inf,0
2024-01-21,Email,2081.1,21,0,inf,0
2024-01-21,Instagram,894.19,11,0,inf,0
2024-01-22,Facebook,4966.69,58,1,4966.69,1
2024-01-22,Google,4125.53,42,1,4125.53,1
2024-01-22,Email,4533.93,145,4,1133.4825,4
2024-01-22,Instagram,887.35,24,0,inf,0
2024-01-23,Facebook,4403.87,44,0,inf,0
2024-01-23,Google,4820.43,59,0,inf,0
2024-01-23,Email,2342.57,25,0,inf,0
2024-01-23,Instagram,3001.16,39,1,3001.16,1
2024-01-24,Facebook,1116.17,31,0,inf,0
2024-01-24,Google,2992.4,127,5,598.48,5
2024-01-24,Email,4255.63,96,3,1418.5433333333333,3
2024-01-24,Instagram,2585.53,116,1,2585.53,1
2024-01-25,Facebook,1682.05,17,0,inf,0
2024-01-25,Google,2626.44,36,1,2626.44,1
2024-01-25,Email,2377.21,40,1,2377.21,1
2024-01-25,Instagram,1601.38,54,1,1601.38,1
2024-01-26,Facebook,4974.5,196,7,710.6428571428571,7
2024-01-26,Google,3114.8,47,2,1557.4,2
2024-01-26,Email,3325.98,57,2,1662.99,2
2024-01-26,Instagram,1038.13,17,0,inf,0
2024-01-27,Facebook,4303.76,130,1,4303.76,1
2024-01-27,Google,1938.57,21,0,inf,0
2024-01-27,Email,1234.89,29,0,inf,0
2024-01-27,Instagram,4604.47,94,2,2302.235,2
2024-01-28,Facebook,2883.26,30,0,inf,0
2024-01-28,Google,3948.99,113,1,3948.99,1
2024-01-28,Email,3886.83,61,2,1943.415,2
2024-01-28,Instagram,4220.7,56,1,4220.7,1
2024-01-29,Facebook,3584.5,47,0,inf,0
2024-01-29,Google,3110.21,36,0,inf,0
2024-01-29,Email,2831.77,56,1,2831.77,1
2024-01-29,Instagram,2031.41,21,0,inf,0
2024-01-30,Facebook,1195.5,31,0,inf,0
2024-01-30,Google,4536.76,65,2,2268.38,2
2024-01-30,Email,2865.44,45,1,2865.44,1
2024-01-30,Instagram,3903.38,134,3,1301.1266666666668,3
2024-01-31,Facebook,843.8,9,0,inf,0
2024-01-31,Google,2657.83,59,1,2657.83,1
2024-01-31,Email,4176.67,45,1,4176.67,1
2024-01-31,Instagram,3936.15,83,3,1312.05,3
2024-02-01,Facebook,629.42,7,0,inf,0
2024-02-01,Google,4355.67,138,2,2177.835,2
2024-02-01,Email,1064.05,34,0,inf,0
2024-02-01,Instagram,3608.68,43,0,inf,0
2024-02-02,Facebook,3986.12,49,0,inf,0
2024-02-02,Google,985.18,11,0,inf,0
2024-02-02,Email,766.69,25,0,inf,0
