order_id,dispatch_date,delivery_date,carrier,delivery_cost,return_flag,delivery_time_days,sla_met,promise_days
ORD-20291,2024-01-13,2024-01-17,FedEx,12.37,0,4,1,5
ORD-20292,2024-01-12,2024-01-15,UPS,9.36,0,3,1,5
ORD-20293,2024-01-13,2024-01-15,DHL,5.76,0,2,1,5
ORD-20294,2024-01-13,2024-01-19,UPS,6.73,0,6,0,5
ORD-20295,2024-01-13,2024-01-15,FedEx,13.93,0,2,1,5
ORD-20296,2024-01-12,2024-01-16,DHL,14.82,0,4,1,5
ORD-20297,2024-01-14,2024-01-18,FedEx,13.26,0,4,1,5
ORD-20298,2024-01-14,2024-01-19,FedEx,6.25,0,5,1,5
ORD-20299,2024-01-14,2024-01-19,FedEx,13.06,0,5,1,5
ORD-20300,2024-01-12,2024-01-17,FedEx,11.94,0,5,1,5
ORD-20301,2024-01-12,2024-01-15,DHL,12.82,0,3,1,5
ORD-20302,2024-01-13,2024-01-18,UPS,12.95,1,5,1,5
ORD-20303,2024-01-12,2024-01-16,UPS,12.75,0,4,1,5
ORD-20304,2024-01-14,2024-01-18,FedEx,11.18,0,4,1,5
ORD-20305,2024-01-14,2024-01-18,UPS,5.18,0,4,1,5
ORD-20306,2024-01-14,2024-01-17,DHL,11.7,0,3,1,5
ORD-20307,2024-01-13,2024-01-17,DHL,12.69,0,4,1,5
ORD-20308,2024-01-14,2024-01-18,FedEx,5.78,0,4,1,5
ORD-20309,2024-01-13,2024-01-19,UPS,5.23,0,6,0,5
ORD-20310,2024-01-14,2024-01-19,FedEx,6.09,0,5,1,5
ORD-20311,2024-01-14,2024-01-18,UPS,12.71,0,4,1,5
ORD-20312,2024-01-12,2024-01-17,DHL,6.56,0,5,1,5
ORD-20313,2024-01-12,2024-01-15,FedEx,6.19,0,3,1,5
ORD-20314,2024-01-13,2024-01-18,FedEx,8.09,0,5,1,5
ORD-20315,2024-01-13,2024-01-17,DHL,13.92,0,4,1,5
ORD-20316,2024-01-14,2024-01-16,FedEx,11.88,0,2,1,5
ORD-20317,2024-01-14,2024-01-16,DHL,5.61,0,2,1,5
ORD-20318,2024-01-14,2024-01-17,FedEx,6.07,0,3,1,5
ORD-20319,2024-01-12,2024-01-17,UPS,10.6,0,5,1,5
ORD-20320,2024-01-13,2024-01-17,DHL,11.85,0,4,1,5
ORD-20321,2024-01-13,2024-01-15,UPS,7.4,0,2,1,5
ORD-20322,2024-01-15,2024-01-18,FedEx,14.46,0,3,1,5
ORD-20323,2024-01-15,2024-01-18,FedEx,13.8,0,3,1,5
ORD-20324,2024-01-13,2024-01-17,FedEx,11.81,0,4,1,5
ORD-20325,2024-01-14,2024-01-18,DHL,14.39,0,4,1,5
ORD-20326,2024-01-14,2024-01-17,FedEx,13.88,0,3,1,5
ORD-20327,2024-01-15,2024-01-20,UPS,8.71,1,5,1,5
ORD-20328,2024-01-15,2024-01-20,DHL,10.46,0,5,1,5
ORD-20329,2024-01-13,2024-01-19,FedEx,7.43,0,6,0,5
ORD-20330,2024-01-14,2024-01-17,DHL,5.72,0,3,1,5
ORD-20331,2024-01-15,2024-01-19,DHL,5.79,0,4,1,5
ORD-20332,2024-01-15,2024-01-21,FedEx,8.53,0,6,0,5
ORD-20333,2024-01-15,2024-01-20,DHL,10.31,1,5,1,5
ORD-20334,2024-01-15,2024-01-17,DHL,11.79,0,2,1,5
ORD-20335,2024-01-14,2024-01-19,DHL,6.8,0,5,1,5
ORD-20336,2024-01-13,2024-01-19,DHL,9.46,0,6,0,5
ORD-20337,2024-01-13,2024-01-15,FedEx,10.61,0,2,1,5
ORD-20338,2024-01-14,2024-01-18,UPS,11.31,1,4,1,5
ORD-20339,2024-01-15,2024-01-21,UPS,7.92,0,6,0,5
ORD-20340,2024-01-15,2024-01-17,DHL,13.33,0,2,1,5
ORD-20341,2024-01-15,2024-01-20,UPS,6.57,0,5,1,5
ORD-20342,2024-01-16,2024-01-21,FedEx,11.4,0,5,1,5
ORD-20343,2024-01-14,2024-01-17,FedEx,9.48,0,3,1,5
ORD-20344,2024-01-16,2024-01-22,DHL,9.47,0,6,0,5
ORD-20345,2024-01-15,2024-01-19,UPS,5.53,0,4,1,5
ORD-20346,2024-01-16,2024-01-18,UPS,11.65,0,2,1,5
ORD-20347,2024-01-15,2024-01-19,UPS,13.86,0,4,1,5
ORD-20348,2024-01-14,2024-01-16,DHL,7.52,0,2,1,5
ORD-20349,2024-01-14,2024-01-19,DHL,14.81,0,5,1,5
ORD-20350,2024-01-16,2024-01-18,DHL,11.33,0,2,1,5
ORD-20351,2024-01-16,2024-01-20,DHL,9.8,0,4,1,5
ORD-20352,2024-01-14,2024-01-20,FedEx,6.68,1,6,0,5
ORD-20353,2024-01-15,2024-01-19,UPS,13.25,0,4,1,5
ORD-20354,2024-01-14,2024-01-19,UPS,7.36,1,5,1,5
ORD-20355,2024-01-16,2024-01-21,FedEx,5.81,0,5,1,5
ORD-20356,2024-01-16,2024-01-22,UPS,12.49,0,6,0,5
ORD-20358,2024-01-14,2024-01-17,FedEx,5.58,0,3,1,5
ORD-20359,2024-01-15,2024-01-20,DHL,14.1,0,5,1,5
ORD-20360,2024-01-16,2024-01-18,DHL,12.35,0,2,1,5
ORD-20361,2024-01-16,2024-01-20,FedEx,14.28,0,4,1,5
ORD-20362,2024-01-14,2024-01-19,UPS,9.15,0,5,1,5
ORD-20363,2024-01-15,2024-01-20,UPS,5.66,0,5,1,5
ORD-20364,2024-01-15,2024-01-21,FedEx,7.2,0,6,0,5
ORD-20365,2024-01-15,2024-01-19,DHL,9.2,0,4,1,5
ORD-20366,2024-01-16,2024-01-18,DHL,10.44,1,2,1,5
ORD-20367,2024-01-16,2024-01-19,UPS,5.11,0,3,1,5
ORD-20368,2024-01-14,2024-01-19,UPS,5.8,0,5,1,5
ORD-20369,2024-01-14,2024-01-17,DHL,5.91,0,3,1,5
ORD-20370,2024-01-17,2024-01-19,FedEx,5.59,0,2,1,5
ORD-20371,2024-01-16,2024-01-18,UPS,13.07,0,2,1,5
ORD-20373,2024-01-17,2024-01-21,DHL,7.11,0,4,1,5
ORD-20374,2024-01-17,2024-01-22,DHL,5.24,0,5,1,5
ORD-20375,2024-01-15,2024-01-21,UPS,13.57,0,6,0,5
ORD-20376,2024-01-15,2024-01-20,FedEx,9.91,0,5,1,5
ORD-20377,2024-01-15,2024-01-19,FedEx,8.82,0,4,1,5
ORD-20378,2024-01-16,2024-01-20,FedEx,9.74,0,4,1,5
ORD-20379,2024-01-16,2024-01-18,FedEx,12.91,0,2,1,5
ORD-20380,2024-01-16,2024-01-21,UPS,14.59,0,5,1,5
ORD-20381,2024-01-16,2024-01-21,DHL,10.28,0,5,1,5
ORD-20383,2024-01-15,2024-01-19,UPS,6.22,0,4,1,5
ORD-20384,2024-01-15,2024-01-17,DHL,9.59,0,2,1,5
ORD-20385,2024-01-15,2024-01-21,DHL,11.61,0,6,0,5
ORD-20386,2024-01-17,2024-01-23,FedEx,12.2,0,6,0,5
ORD-20387,2024-01-15,2024-01-17,DHL,9.56,0,2,1,5
ORD-20388,2024-01-16,2024-01-21,FedEx,7.71,0,5,1,5
ORD-20389,2024-01-17,2024-01-22,DHL,12.4,0,5,1,5
ORD-20390,2024-01-17,2024-01-21,FedEx,9.55,0,4,1,5
ORD-20391,2024-01-16,2024-01-22,UPS,5.21,0,6,0,5
ORD-20392,2024-01-17,2024-01-20,DHL,8.98,1,3,1,5
ORD-20393,2024-01-17,2024-01-21,UPS,11.33,0,4,1,5
ORD-20394,2024-01-16,2024-01-21,DHL,14.32,0,5,1,5
ORD-20395,2024-01-15,2024-01-21,DHL,12.61,0,6,0,5
ORD-20396,2024-01-17,2024-01-23,DHL,13.38,0,6,0,5
ORD-20397,2024-01-17,2024-01-22,UPS,10.29,0,5,1,5
ORD-20398,2024-01-17,2024-01-22,DHL,8.14,0,5,1,5
ORD-20399,2024-01-15,2024-01-21,DHL,5.04,0,6,0,5
ORD-20400,2024-01-15,2024-01-18,UPS,7.65,0,3,1,5
ORD-20401,2024-01-16,2024-01-20,FedEx,11.12,0,4,1,5
ORD-20403,2024-01-16,2024-01-21,DHL,13.49,0,5,1,5
ORD-20404,2024-01-16,2024-01-19,UPS,8.93,0,3,1,5
ORD-20405,2024-01-17,2024-01-21,FedEx,7.62,0,4,1,5
ORD-20406,2024-01-16,2024-01-22,FedEx,9.34,0,6,0,5
ORD-20407,2024-01-18,2024-01-20,FedEx,14.48,0,2,1,5
ORD-20408,2024-01-18,2024-01-21,FedEx,8.41,0,3,1,5
ORD-20409,2024-01-17,2024-01-20,FedEx,13.2,0,3,1,5
ORD-20410,2024-01-16,2024-01-18,FedEx,6.92,0,2,1,5
ORD-20411,2024-01-18,2024-01-21,UPS,5.9,1,3,1,5
ORD-20412,2024-01-17,2024-01-20,DHL,11.85,0,3,1,5
ORD-20413,2024-01-18,2024-01-20,UPS,12.83,0,2,1,5
ORD-20414,2024-01-17,2024-01-23,DHL,14.33,0,6,0,5
ORD-20415,2024-01-18,2024-01-20,UPS,10.35,0,2,1,5
ORD-20416,2024-01-18,2024-01-23,DHL,13.81,0,5,1,5
ORD-20417,2024-01-16,2024-01-19,DHL,12.72,0,3,1,5
ORD-20419,2024-01-17,2024-01-21,DHL,12.02,0,4,1,5
ORD-20420,2024-01-16,2024-01-21,DHL,14.82,0,5,1,5
ORD-20421,2024-01-17,2024-01-22,DHL,6.27,0,5,1,5
ORD-20422,2024-01-16,2024-01-21,DHL,6.07,0,5,1,5
ORD-20423,2024-01-18,2024-01-20,UPS,5.01,0,2,1,5
ORD-20424,2024-01-16,2024-01-21,UPS,14.99,0,5,1,5
ORD-20425,2024-01-16,2024-01-20,DHL,6.29,0,4,1,5
ORD-20426,2024-01-16,2024-01-21,FedEx,9.84,0,5,1,5
ORD-20427,2024-01-17,2024-01-19,DHL,5.73,0,2,1,5
ORD-20428,2024-01-16,2024-01-21,DHL,10.34,0,5,1,5
ORD-20429,2024-01-18,2024-01-23,UPS,7.74,0,5,1,5
ORD-20430,2024-01-17,2024-01-19,FedEx,7.91,0,2,1,5
ORD-20431,2024-01-17,2024-01-23,DHL,13.4,0,6,0,5
ORD-20432,2024-01-18,2024-01-24,FedEx,8.36,0,6,0,5
ORD-20434,2024-01-18,2024-01-21,DHL,8.43,0,3,1,5
ORD-20435,2024-01-18,2024-01-23,FedEx,14.25,0,5,1,5
ORD-20436,2024-01-19,2024-01-25,FedEx,11.4,0,6,0,5
ORD-20437,2024-01-19,2024-01-24,DHL,13.11,0,5,1,5
ORD-20438,2024-01-19,2024-01-25,UPS,8.74,0,6,0,5
ORD-20439,2024-01-19,2024-01-24,DHL,5.34,0,5,1,5
ORD-20440,2024-01-17,2024-01-20,FedEx,11.57,0,3,1,5
ORD-20441,2024-01-17,2024-01-19,FedEx,7.65,0,2,1,5
ORD-20442,2024-01-17,2024-01-23,FedEx,8.53,0,6,0,5
ORD-20443,2024-01-17,2024-01-22,DHL,12.96,0,5,1,5
ORD-20444,2024-01-18,2024-01-20,FedEx,11.21,0,2,1,5
ORD-20446,2024-01-19,2024-01-22,UPS,6.41,0,3,1,5
ORD-20447,2024-01-19,2024-01-23,DHL,9.88,0,4,1,5
ORD-20448,2024-01-17,2024-01-21,FedEx,12.18,0,4,1,5
ORD-20450,2024-01-19,2024-01-21,FedEx,8.61,0,2,1,5
ORD-20451,2024-01-19,2024-01-23,UPS,11.87,0,4,1,5
ORD-20452,2024-01-17,2024-01-20,UPS,13.04,0,3,1,5
ORD-20453,2024-01-19,2024-01-21,FedEx,8.94,0,2,1,5
ORD-20454,2024-01-20,2024-01-22,FedEx,9.34,0,2,1,5
ORD-20455,2024-01-20,2024-01-26,UPS,5.87,0,6,0,5
ORD-20456,2024-01-20,2024-01-25,UPS,8.98,0,5,1,5
ORD-20457,2024-01-18,2024-01-20,FedEx,14.7,0,2,1,5
ORD-20458,2024-01-20,2024-01-22,FedEx,8.51,0,2,1,5
ORD-20459,2024-01-20,2024-01-26,DHL,7.15,0,6,0,5
ORD-20460,2024-01-19,2024-01-25,DHL,7.05,0,6,0,5
ORD-20461,2024-01-19,2024-01-24,UPS,10.27,0,5,1,5
ORD-20462,2024-01-20,2024-01-25,DHL,9.43,0,5,1,5
ORD-20463,2024-01-18,2024-01-22,FedEx,9.87,0,4,1,5
ORD-20464,2024-01-20,2024-01-24,DHL,5.94,0,4,1,5
ORD-20465,2024-01-19,2024-01-24,DHL,6.44,0,5,1,5
ORD-20466,2024-01-19,2024-01-23,UPS,7.41,0,4,1,5
ORD-20467,2024-01-19,2024-01-23,FedEx,10.0,0,4,1,5
ORD-20468,2024-01-20,2024-01-23,DHL,6.4,0,3,1,5
ORD-20469,2024-01-18,2024-01-22,DHL,10.22,0,4,1,5
ORD-20470,2024-01-20,2024-01-23,UPS,10.84,1,3,1,5
ORD-20471,2024-01-18,2024-01-23,UPS,11.72,0,5,1,5
ORD-20472,2024-01-20,2024-01-26,FedEx,5.41,0,6,0,5
ORD-20473,2024-01-19,2024-01-23,FedEx,10.26,0,4,1,5
ORD-20474,2024-01-19,2024-01-22,DHL,9.38,0,3,1,5
ORD-20475,2024-01-18,2024-01-20,DHL,13.62,0,2,1,5
ORD-20476,2024-01-19,2024-01-25,DHL,5.96,0,6,0,5
ORD-20477,2024-01-20,2024-01-25,UPS,8.93,0,5,1,5
ORD-20478,2024-01-18,2024-01-22,UPS,5.07,0,4,1,5
ORD-20479,2024-01-21,2024-01-26,UPS,14.75,0,5,1,5
ORD-20480,2024-01-20,2024-01-24,DHL,14.2,0,4,1,5
ORD-20481,2024-01-20,2024-01-24,FedEx,12.15,0,4,1,5
ORD-20482,2024-01-20,2024-01-25,UPS,13.45,0,5,1,5
ORD-20483,2024-01-21,2024-01-25,DHL,14.4,0,4,1,5
ORD-20484,2024-01-20,2024-01-26,FedEx,6.78,0,6,0,5
ORD-20485,2024-01-20,2024-01-22,UPS,9.61,0,2,1,5
ORD-20486,2024-01-20,2024-01-23,FedEx,11.29,0,3,1,5
ORD-20487,2024-01-20,2024-01-24,FedEx,11.42,0,4,1,5
ORD-20488,2024-01-21,2024-01-25,UPS,5.07,0,4,1,5
ORD-20489,2024-01-20,2024-01-25,FedEx,7.6,0,5,1,5
ORD-20490,2024-01-21,2024-01-27,FedEx,14.55,0,6,0,5
ORD-20491,2024-01-20,2024-01-25,FedEx,8.12,0,5,1,5
ORD-20492,2024-01-21,2024-01-25,FedEx,6.15,0,4,1,5
ORD-20493,2024-01-21,2024-01-24,DHL,6.19,0,3,1,5
ORD-20494,2024-01-20,2024-01-22,UPS,9.95,0,2,1,5
ORD-20495,2024-01-19,2024-01-23,DHL,11.07,0,4,1,5
ORD-20496,2024-01-19,2024-01-22,DHL,14.2,1,3,1,5
ORD-20497,2024-01-19,2024-01-23,FedEx,13.26,0,4,1,5
ORD-20498,2024-01-21,2024-01-23,DHL,8.87,1,2,1,5
ORD-20499,2024-01-21,2024-01-24,DHL,13.8,0,3,1,5
ORD-20500,2024-01-20,2024-01-22,UPS,9.87,0,2,1,5
ORD-20501,2024-01-21,2024-01-25,UPS,9.07,0,4,1,5
ORD-20502,2024-01-20,2024-01-22,UPS,11.45,0,2,1,5
ORD-20503,2024-01-22,2024-01-24,UPS,5.33,0,2,1,5
ORD-20504,2024-01-21,2024-01-26,FedEx,13.64,0,5,1,5
ORD-20505,2024-01-22,2024-01-24,UPS,11.29,0,2,1,5
ORD-20506,2024-01-22,2024-01-25,UPS,14.41,0,3,1,5
ORD-20508,2024-01-21,2024-01-25,UPS,10.6,0,4,1,5
ORD-20509,2024-01-20,2024-01-22,DHL,6.35,0,2,1,5
ORD-20510,2024-01-20,2024-01-23,FedEx,13.87,0,3,1,5
ORD-20511,2024-01-22,2024-01-24,DHL,14.15,0,2,1,5
ORD-20512,2024-01-22,2024-01-28,DHL,14.96,0,6,0,5
ORD-20513,2024-01-22,2024-01-24,UPS,13.33,0,2,1,5
ORD-20514,2024-01-22,2024-01-27,UPS,7.82,0,5,1,5
ORD-20515,2024-01-22,2024-01-26,FedEx,5.14,0,4,1,5
ORD-20516,2024-01-20,2024-01-23,UPS,5.29,0,3,1,5
ORD-20518,2024-01-22,2024-01-25,UPS,6.67,0,3,1,5
ORD-20519,2024-01-21,2024-01-26,UPS,7.61,0,5,1,5
ORD-20520,2024-01-23,2024-01-29,UPS,12.64,0,6,0,5
ORD-20521,2024-01-23,2024-01-27,DHL,5.33,0,4,1,5
ORD-20522,2024-01-23,2024-01-26,DHL,9.65,0,3,1,5
ORD-20523,2024-01-22,2024-01-25,FedEx,13.21,0,3,1,5
ORD-20524,2024-01-22,2024-01-28,DHL,9.53,0,6,0,5
ORD-20525,2024-01-23,2024-01-25,DHL,14.29,0,2,1,5
ORD-20526,2024-01-23,2024-01-28,UPS,8.2,0,5,1,5
ORD-20527,2024-01-22,2024-01-24,UPS,14.88,0,2,1,5
ORD-20528,2024-01-21,2024-01-25,DHL,10.8,0,4,1,5
ORD-20529,2024-01-23,2024-01-25,FedEx,13.63,0,2,1,5
ORD-20530,2024-01-23,2024-01-25,UPS,5.07,0,2,1,5
ORD-20531,2024-01-21,2024-01-23,UPS,8.32,0,2,1,5
ORD-20532,2024-01-22,2024-01-28,FedEx,6.54,0,6,0,5
ORD-20533,2024-01-23,2024-01-28,FedEx,11.3,0,5,1,5
ORD-20534,2024-01-23,2024-01-26,FedEx,5.51,0,3,1,5
ORD-20535,2024-01-21,2024-01-26,FedEx,5.71,1,5,1,5
ORD-20536,2024-01-21,2024-01-26,FedEx,10.71,0,5,1,5
ORD-20537,2024-01-21,2024-01-24,FedEx,13.73,0,3,1,5
ORD-20538,2024-01-22,2024-01-27,FedEx,14.45,1,5,1,5
ORD-20539,2024-01-21,2024-01-23,FedEx,8.66,0,2,1,5
ORD-20541,2024-01-23,2024-01-25,DHL,14.76,0,2,1,5
ORD-20542,2024-01-21,2024-01-26,DHL,5.03,0,5,1,5
ORD-20543,2024-01-21,2024-01-26,DHL,12.34,0,5,1,5
ORD-20544,2024-01-23,2024-01-26,DHL,13.32,0,3,1,5
ORD-20545,2024-01-23,2024-01-27,UPS,13.49,0,4,1,5
ORD-20546,2024-01-23,2024-01-29,UPS,9.09,0,6,0,5
ORD-20547,2024-01-23,2024-01-26,FedEx,8.06,0,3,1,5
ORD-20548,2024-01-23,2024-01-28,FedEx,7.0,0,5,1,5
ORD-20549,2024-01-23,2024-01-29,FedEx,9.87,0,6,0,5
ORD-20550,2024-01-22,2024-01-28,UPS,8.24,0,6,0,5
ORD-20551,2024-01-22,2024-01-24,FedEx,11.09,0,2,1,5
ORD-20552,2024-01-22,2024-01-25,FedEx,8.59,0,3,1,5
ORD-20553,2024-01-24,2024-01-28,FedEx,9.56,0,4,1,5
ORD-20554,2024-01-24,2024-01-27,FedEx,7.63,0,3,1,5
ORD-20555,2024-01-22,2024-01-28,FedEx,13.16,0,6,0,5
ORD-20556,2024-01-23,2024-01-25,DHL,11.63,0,2,1,5
ORD-20557,2024-01-23,2024-01-27,DHL,14.6,0,4,1,5
ORD-20558,2024-01-23,2024-01-27,FedEx,7.08,0,4,1,5
ORD-20559,2024-01-24,2024-01-27,UPS,10.87,0,3,1,5
ORD-20560,2024-01-23,2024-01-29,FedEx,11.01,0,6,0,5
ORD-20561,2024-01-24,2024-01-30,FedEx,7.98,0,6,0,5
ORD-20562,2024-01-24,2024-01-30,FedEx,8.28,0,6,0,5
ORD-20563,2024-01-23,2024-01-25,UPS,6.87,0,2,1,5
ORD-20564,2024-01-25,2024-01-31,DHL,11.82,0,6,0,5
ORD-20565,2024-01-23,2024-01-27,DHL,8.28,0,4,1,5
ORD-20566,2024-01-25,2024-01-27,UPS,13.1,0,2,1,5
ORD-20567,2024-01-25,2024-01-27,DHL,9.73,0,2,1,5
ORD-20568,2024-01-25,2024-01-29,DHL,8.37,0,4,1,5
ORD-20569,2024-01-24,2024-01-30,FedEx,12.39,0,6,0,5
ORD-20570,2024-01-25,2024-01-29,UPS,5.43,0,4,1,5
ORD-20571,2024-01-25,2024-01-28,UPS,9.21,1,3,1,5
ORD-20572,2024-01-25,2024-01-30,UPS,8.47,0,5,1,5
ORD-20573,2024-01-23,2024-01-28,FedEx,11.57,0,5,1,5
ORD-20574,2024-01-23,2024-01-29,DHL,11.38,0,6,0,5
ORD-20575,2024-01-24,2024-01-29,FedEx,13.02,0,5,1,5
ORD-20576,2024-01-25,2024-01-30,FedEx,7.85,0,5,1,5
ORD-20577,2024-01-25,2024-01-29,UPS,9.46,0,4,1,5
ORD-20578,2024-01-23,2024-01-29,UPS,6.29,0,6,0,5
ORD-20579,2024-01-25,2024-01-29,DHL,13.73,1,4,1,5
ORD-20580,2024-01-25,2024-01-27,DHL,12.02,0,2,1,5
ORD-20581,2024-01-24,2024-01-29,DHL,13.18,0,5,1,5
ORD-20582,2024-01-23,2024-01-25,UPS,6.04,0,2,1,5
ORD-20583,2024-01-25,2024-01-31,UPS,6.11,0,6,0,5
ORD-20584,2024-01-24,2024-01-27,FedEx,7.73,0,3,1,5
ORD-20585,2024-01-24,2024-01-30,UPS,11.46,0,6,0,5
ORD-20586,2024-01-24,2024-01-29,UPS,11.78,0,5,1,5
ORD-20587,2024-01-23,2024-01-27,UPS,6.16,0,4,1,5
ORD-20588,2024-01-23,2024-01-28,UPS,13.96,1,5,1,5
ORD-20589,2024-01-23,2024-01-27,DHL,11.94,0,4,1,5
ORD-20590,2024-01-23,2024-01-29,UPS,14.39,0,6,0,5
ORD-20591,2024-01-26,2024-01-31,UPS,13.98,0,5,1,5
ORD-20592,2024-01-26,2024-01-31,DHL,9.84,0,5,1,5
ORD-20593,2024-01-25,2024-01-28,UPS,14.53,0,3,1,5
ORD-20594,2024-01-26,2024-02-01,UPS,7.13,0,6,0,5
ORD-20595,2024-01-24,2024-01-30,UPS,11.03,1,6,0,5
ORD-20596,2024-01-24,2024-01-26,UPS,5.37,0,2,1,5
ORD-20597,2024-01-25,2024-01-28,UPS,7.67,0,3,1,5
ORD-20598,2024-01-25,2024-01-27,DHL,10.05,0,2,1,5
ORD-20600,2024-01-24,2024-01-27,FedEx,6.57,0,3,1,5
ORD-20601,2024-01-25,2024-01-31,UPS,9.77,0,6,0,5
ORD-20602,2024-01-25,2024-01-28,DHL,7.15,1,3,1,5
ORD-20603,2024-01-26,2024-01-29,FedEx,14.31,0,3,1,5
ORD-20604,2024-01-25,2024-01-29,UPS,14.58,0,4,1,5
ORD-20605,2024-01-26,2024-01-30,UPS,8.47,0,4,1,5
ORD-20606,2024-01-26,2024-01-31,FedEx,10.57,0,5,1,5
ORD-20607,2024-01-26,2024-01-30,UPS,5.24,0,4,1,5
ORD-20608,2024-01-25,2024-01-29,UPS,14.86,0,4,1,5
ORD-20609,2024-01-25,2024-01-31,FedEx,6.68,0,6,0,5
ORD-20610,2024-01-25,2024-01-31,DHL,9.73,0,6,0,5
ORD-20611,2024-01-24,2024-01-26,UPS,5.54,0,2,1,5
ORD-20612,2024-01-25,2024-01-29,DHL,9.05,0,4,1,5
ORD-20613,2024-01-25,2024-01-28,DHL,7.39,0,3,1,5
ORD-20614,2024-01-26,2024-02-01,DHL,8.49,0,6,0,5
ORD-20615,2024-01-25,2024-01-31,UPS,7.86,0,6,0,5
ORD-20616,2024-01-25,2024-01-29,UPS,13.18,0,4,1,5
ORD-20617,2024-01-27,2024-01-31,UPS,8.72,0,4,1,5
ORD-20618,2024-01-27,2024-02-01,UPS,7.12,0,5,1,5
ORD-20619,2024-01-26,2024-01-28,UPS,9.27,0,2,1,5
ORD-20620,2024-01-27,2024-01-29,FedEx,13.53,0,2,1,5
ORD-20621,2024-01-25,2024-01-31,FedEx,8.94,0,6,0,5
ORD-20622,2024-01-25,2024-01-31,UPS,11.45,0,6,0,5
ORD-20623,2024-01-27,2024-02-02,UPS,8.48,0,6,0,5
ORD-20624,2024-01-26,2024-01-29,UPS,6.78,0,3,1,5
ORD-20625,2024-01-25,2024-01-28,UPS,7.46,0,3,1,5
ORD-20626,2024-01-25,2024-01-29,DHL,5.77,0,4,1,5
ORD-20627,2024-01-27,2024-02-01,UPS,13.47,0,5,1,5
ORD-20628,2024-01-27,2024-01-29,DHL,5.81,0,2,1,5
ORD-20629,2024-01-25,2024-01-30,UPS,9.41,0,5,1,5
ORD-20630,2024-01-26,2024-01-29,FedEx,8.79,0,3,1,5
ORD-20631,2024-01-27,2024-02-02,FedEx,14.72,0,6,0,5
ORD-20632,2024-01-27,2024-01-31,DHL,11.04,0,4,1,5
ORD-20633,2024-01-25,2024-01-29,UPS,7.23,0,4,1,5
ORD-20634,2024-01-27,2024-01-31,UPS,9.7,0,4,1,5
ORD-20635,2024-01-25,2024-01-29,UPS,12.76,0,4,1,5
ORD-20636,2024-01-27,2024-02-02,DHL,10.33,0,6,0,5
ORD-20637,2024-01-27,2024-02-02,DHL,9.18,0,6,0,5
ORD-20638,2024-01-27,2024-01-29,UPS,12.01,0,2,1,5
ORD-20639,2024-01-27,2024-02-01,FedEx,13.05,0,5,1,5
ORD-20640,2024-01-26,2024-01-30,DHL,10.24,0,4,1,5
ORD-20641,2024-01-27,2024-01-31,FedEx,6.89,0,4,1,5
ORD-20642,2024-01-26,2024-01-30,DHL,6.63,0,4,1,5
ORD-20643,2024-01-27,2024-02-01,DHL,13.37,0,5,1,5
ORD-20644,2024-01-26,2024-01-28,DHL,13.6,0,2,1,5
ORD-20645,2024-01-28,2024-01-30,FedEx,6.34,0,2,1,5
ORD-20646,2024-01-26,2024-01-30,DHL,8.19,0,4,1,5
ORD-20647,2024-01-27,2024-01-29,UPS,6.4,0,2,1,5
ORD-20648,2024-01-28,2024-02-01,FedEx,14.26,0,4,1,5
ORD-20649,2024-01-27,2024-02-02,FedEx,12.63,0,6,0,5
ORD-20650,2024-01-27,2024-02-02,FedEx,8.21,0,6,0,5
ORD-20652,2024-01-28,2024-01-31,FedEx,9.16,0,3,1,5
ORD-20653,2024-01-26,2024-01-28,DHL,9.96,0,2,1,5
ORD-20654,2024-01-27,2024-01-30,FedEx,6.09,0,3,1,5
ORD-20655,2024-01-28,2024-01-31,FedEx,8.49,0,3,1,5
ORD-20656,2024-01-26,2024-01-29,DHL,12.37,0,3,1,5
ORD-20657,2024-01-27,2024-01-31,FedEx,10.83,0,4,1,5
ORD-20658,2024-01-26,2024-01-29,UPS,13.11,0,3,1,5
ORD-20659,2024-01-28,2024-01-30,FedEx,14.65,0,2,1,5
ORD-20660,2024-01-27,2024-01-31,UPS,8.19,0,4,1,5
ORD-20661,2024-01-26,2024-01-28,DHL,12.66,0,2,1,5
ORD-20662,2024-01-28,2024-02-02,FedEx,7.7,0,5,1,5
ORD-20663,2024-01-27,2024-01-29,DHL,14.1,0,2,1,5
ORD-20664,2024-01-28,2024-01-31,UPS,10.14,0,3,1,5
ORD-20665,2024-01-26,2024-01-29,DHL,9.96,0,3,1,5
ORD-20666,2024-01-26,2024-01-29,FedEx,6.0,0,3,1,5
ORD-20667,2024-01-29,2024-01-31,UPS,6.3,0,2,1,5
ORD-20668,2024-01-27,2024-01-29,FedEx,14.62,0,2,1,5
ORD-20669,2024-01-29,2024-02-03,UPS,8.88,0,5,1,5
ORD-20670,2024-01-28,2024-01-31,UPS,7.08,1,3,1,5
ORD-20671,2024-01-28,2024-01-30,DHL,6.81,0,2,1,5
ORD-20672,2024-01-28,2024-01-31,DHL,7.46,0,3,1,5
ORD-20673,2024-01-28,2024-02-01,FedEx,5.74,0,4,1,5
ORD-20674,2024-01-29,2024-02-01,DHL,10.92,0,3,1,5
ORD-20675,2024-01-29,2024-02-03,FedEx,5.38,0,5,1,5
ORD-20676,2024-01-28,2024-01-31,FedEx,5.95,0,3,1,5
